method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
SC,hybrid,,,2,1,2q⊗1t,18,0.829187718,0.026646381,4
SC,hybrid,,,2,1,2q⊗1t,19,0.839730665,0.020596269,4
SC,hybrid,,,2,1,2q⊗1t,20,0.855752011,0.013766477,4
SC,hybrid,,,2,1,2q⊗1t,21,0.868714121,0.014090032,4
SC,hybrid,,,2,1,2q⊗1t,22,0.892049039,0.018155401,4
SC,hybrid,,,2,1,2q⊗1t,23,0.915066856,0.02514225,4
SC,hybrid,,,2,1,2q⊗1t,24,0.923594641,0.015336785,4
SC,hybrid,,,2,1,2q⊗1t,25,0.934685954,0.020549037,4
SC,hybrid,,,2,1,2q⊗1t,26,0.944685954,0.020549037,4
SC,hybrid,,,2,1,2q⊗1t,27,0.956859535,0.020549039,4
SC,hybrid,,,2,1,2q⊗1t,28,0.976534527,0.018975574,3
SC,hybrid,,,2,1,2q⊗1t,29,0.987579205,0.017256198,2
SC,hybrid,,,2,1,2q⊗1t,30,0.997024,4.91E-09,2
RLF,qubit,2,2,2,0,,1,0.766869054,0.052864413,3
RLF,qubit,2,2,2,0,,2,0.807163749,0.06302025,2
RLF,qubit,2,2,2,0,,3,0.837571814,0.047841405,2
RLF,qubit,2,2,2,0,,4,0.886839469,0.042337646,2
RLF,qubit,2,2,2,0,,5,0.926608216,0.047890134,2
RLF,qubit,2,2,2,0,,6,0.971037243,0.048726902,2
RLF,qubit,2,2,2,0,,7,1.000000003,3.88E-09,2
RLF,qubit,2,3,3,0,,1,0.584630153,0.040552217,7
RLF,qubit,2,3,3,0,,2,0.638890364,0.048990635,4
RLF,qubit,2,3,3,0,,3,0.669166764,0.031856068,4
RLF,qubit,2,3,3,0,,4,0.693331423,0.03342659,4
RLF,qubit,2,3,3,0,,5,0.714942214,0.028180644,4
RLF,qubit,2,3,3,0,,6,0.745933512,0.035363181,4
RLF,qubit,2,3,3,0,,7,0.773698457,0.028119092,4
RLF,qubit,2,3,3,0,,8,0.802230466,0.043472597,4
RLF,qubit,2,3,3,0,,9,0.830424308,0.035060737,4
RLF,qubit,2,3,3,0,,10,0.866799253,0.024649482,4
RLF,qubit,2,3,3,0,,11,0.905969595,0.02312488,4
RLF,qubit,2,3,3,0,,12,0.930164542,0.027239582,4
RLF,qubit,2,3,3,0,,13,0.972971481,0.025154828,4
RLF,qubit,2,3,3,0,,14,0.991678924,0.032275235,4
RLF,qubit,2,3,3,0,,15,1.000000012,4.52E-09,4
RLF,qubit,2,4,4,0,,1,0.428909405,0.028548243,15
RLF,qubit,2,4,4,0,,2,0.482621151,0.030727792,15
RLF,qubit,2,4,4,0,,3,0.538728924,0.036998463,15
RLF,qubit,2,4,4,0,,4,0.564707888,0.035054586,8
RLF,qubit,2,4,4,0,,5,0.58962952,0.028450942,8
RLF,qubit,2,4,4,0,,6,0.599830454,0.0304901,8
RLF,qubit,2,4,4,0,,7,0.620275368,0.028345007,8
RLF,qubit,2,4,4,0,,8,0.632640895,0.025391637,8
RLF,qubit,2,4,4,0,,9,0.646207986,0.020442752,8
RLF,qubit,2,4,4,0,,10,0.669658001,0.016564459,8
RLF,qubit,2,4,4,0,,11,0.68925798,0.019364524,8
RLF,qubit,2,4,4,0,,12,0.730975901,0.01745515,8
RLF,qubit,2,4,4,0,,13,0.752671058,0.018497805,8
RLF,qubit,2,4,4,0,,14,0.77000649,0.020386958,8
RLF,qubit,2,4,4,0,,15,0.796210759,0.021311147,8
RLF,qubit,2,4,4,0,,16,0.8114434,0.023896424,8
RLF,qubit,2,4,4,0,,17,0.830442796,0.027867877,8
RLF,qubit,2,4,4,0,,18,0.851307773,0.016252746,8
RLF,qubit,2,4,4,0,,19,0.872648469,0.015334624,8
RLF,qubit,2,4,4,0,,20,0.890849823,0.019678288,8
RLF,qubit,2,4,4,0,,21,0.916334654,0.010128793,8
RLF,qubit,2,4,4,0,,22,0.928321675,0.009357694,8
RLF,qubit,2,4,4,0,,23,0.9391359,2.78E-09,8
RLF,qubit,2,4,4,0,,24,0.949310755,4.20E-09,8
RLF,qubit,2,4,4,0,,25,0.959708001,3.03E-09,8
RLF,qubit,2,4,4,0,,26,0.9673,3.09E-09,4
RLF,qubit,2,4,4,0,,27,0.9752231,1.99E-09,4
RLF,qubit,2,4,4,0,,28,0.985630003,2.48E-09,4
RLF,qubit,2,4,4,0,,29,0.990031,2.34E-09,4
RLF,qubit,2,4,4,0,,30,0.99984115,3.62E-09,4
RLF,qubit,2,4,4,0,,31,1.000000031,3.08E-09,4
RLF,qubit,2,5,5,0,,1,0.323129308,0.016149401,31
RLF,qubit,2,5,5,0,,2,0.358066248,0.014006473,30
RLF,qubit,2,5,5,0,,3,0.387151064,0.024162411,30
RLF,qubit,2,5,5,0,,4,0.407175757,0.022434371,30
RLF,qubit,2,5,5,0,,5,0.42057375,0.020509842,16
RLF,qubit,2,5,5,0,,6,0.443716551,0.02068182,16
RLF,qubit,2,5,5,0,,7,0.455698271,0.019088801,16
RLF,qubit,2,5,5,0,,8,0.471926446,0.018124214,16
RLF,qubit,2,5,5,0,,9,0.483750138,0.019872979,16
RLF,qubit,2,5,5,0,,10,0.493878494,0.018591588,16
RLF,qubit,2,5,5,0,,11,0.508083504,0.019593209,16
RLF,qubit,2,5,5,0,,12,0.520910757,0.019809939,16
RLF,qubit,2,5,5,0,,13,0.529541061,0.017833887,16
RLF,qubit,2,5,5,0,,14,0.538566574,0.017530908,16
RLF,qubit,2,5,5,0,,15,0.549674052,0.017867526,16
RLF,qubit,2,5,5,0,,16,0.561564857,0.014106234,16
RLF,qubit,2,5,5,0,,17,0.569601236,0.013790063,16
RLF,qubit,2,5,5,0,,18,0.578375143,0.012907944,16
RLF,qubit,2,5,5,0,,19,0.587658857,0.011552457,16
RLF,qubit,2,5,5,0,,20,0.595408666,0.009737218,16
RLF,qubit,2,5,5,0,,21,0.607566594,0.010382225,16
RLF,qubit,2,5,5,0,,22,0.615788737,0.009814069,16
RLF,qubit,2,5,5,0,,23,0.625280956,0.008906987,16
RLF,qubit,2,5,5,0,,24,0.637873928,0.010527533,16
RLF,qubit,2,5,5,0,,25,0.649452055,0.012388061,16
RLF,qubit,2,5,5,0,,26,0.659885851,0.012845588,16
RLF,qubit,2,5,5,0,,27,0.672997307,0.013704558,16
RLF,qubit,2,5,5,0,,28,0.684007133,0.012202891,16
RLF,qubit,2,5,5,0,,29,0.700073984,0.011198681,16
RLF,qubit,2,5,5,0,,30,0.71616646,0.011913732,16
RLF,qubit,2,5,5,0,,31,0.723103899,0.011822967,16
RLF,qubit,2,5,5,0,,32,0.738427091,0.012965056,16
RLF,qubit,2,5,5,0,,33,0.745570046,0.014010936,16
RLF,qubit,2,5,5,0,,34,0.757919955,0.014458893,16
RLF,qubit,2,5,5,0,,35,0.768038474,0.013849503,16
RLF,qubit,2,5,5,0,,36,0.77828736,0.015810402,16
RLF,qubit,2,5,5,0,,37,0.786719048,0.01931299,16
RLF,qubit,2,5,5,0,,38,0.791337071,0.020079759,16
RLF,qubit,2,5,5,0,,39,0.803563261,4.98E-09,16
RLF,qubit,2,5,5,0,,40,0.81945709,5.29E-09,16
RLF,qubit,2,5,5,0,,41,0.829567888,1.68E-09,16
RLF,qubit,2,5,5,0,,42,0.839655852,4.73E-09,16
RLF,qubit,2,5,5,0,,43,0.849774152,2.83E-09,16
RLF,qubit,2,5,5,0,,44,0.859867591,3.73E-09,16
RLF,qubit,2,5,5,0,,45,0.869905793,3.97E-09,16
RLF,qubit,2,5,5,0,,46,0.879935723,2.82E-09,16
RLF,qubit,2,5,5,0,,47,0.889957881,4.55E-09,16
RLF,qubit,2,5,5,0,,48,0.89782964,2.52E-09,16
RLF,qubit,2,5,5,0,,49,0.908776413,5.51E-09,16
RLF,qubit,2,5,5,0,,50,0.919071487,2.68E-09,16
RLF,qubit,2,5,5,0,,51,0.929573934,3.94E-09,10
RLF,qubit,2,5,5,0,,52,0.939856356,5.32E-09,10
RLF,qubit,2,5,5,0,,53,0.945538,4.72E-09,10
RLF,qubit,2,5,5,0,,54,0.9640036,3.76E-09,10
RLF,qubit,2,5,5,0,,55,0.973365983,3.12E-09,8
RLF,qubit,2,5,5,0,,56,0.98643366,3.73E-09,8
RLF,qubit,2,5,5,0,,57,0.99564415,4.71E-09,8
RLF,qubit,2,5,5,0,,58,1.000000058,2.09E-09,8
RLF,qubit,2,5,5,0,,59,1.00000006,4.12E-09,8
RLF,qubit,2,5,5,0,,60,1.000000059,2.98E-09,8
RLF,qubit,2,5,5,0,,61,1.000000057,2.51E-09,8
RLF,qubit,2,5,5,0,,62,1.000000057,4.46E-09,8
RLF,qubit,2,5,5,0,,63,1.000000057,3.31E-09,8
RLF,qutrit,3,2,0,2,,1,0.552707999,0.022119433,4
RLF,qutrit,3,2,0,2,,2,0.606664146,0.020538059,3
RLF,qutrit,3,2,0,2,,3,0.642502378,0.036793969,3
RLF,qutrit,3,2,0,2,,4,0.661867256,0.038258831,3
RLF,qutrit,3,2,0,2,,5,0.673458082,0.034579771,3
RLF,qutrit,3,2,0,2,,6,0.682333157,0.029134999,3
RLF,qutrit,3,2,0,2,,7,0.685145997,0.027000382,3
RLF,qutrit,3,2,0,2,,8,0.702146322,0.032056632,3
RLF,qutrit,3,2,0,2,,9,0.712284602,0.027384017,3
RLF,qutrit,3,2,0,2,,10,0.71945851,0.028241127,3
RLF,qutrit,3,2,0,2,,11,0.720926624,0.029301523,2
RLF,qutrit,3,2,0,2,,12,0.737898073,0.023498208,2
RLF,qutrit,3,2,0,2,,13,0.754562049,0.022615171,2
RLF,qutrit,3,2,0,2,,14,0.757446661,0.022741262,2
RLF,qutrit,3,2,0,2,,15,0.762317274,0.025908601,2
RLF,qutrit,3,2,0,2,,16,0.767910774,0.028461641,2
RLF,qutrit,3,2,0,2,,17,0.779524219,0.027311018,2
RLF,qutrit,3,2,0,2,,18,0.795870002,0.046635194,2
RLF,qutrit,3,2,0,2,,19,0.822047654,0.029740089,2
RLF,qutrit,3,2,0,2,,20,0.847532014,0.034828261,2
RLF,qutrit,3,2,0,2,,21,0.857152084,0.035039043,2
RLF,qutrit,3,2,0,2,,22,0.861383783,0.03377919,2
RLF,qutrit,3,2,0,2,,23,0.880080288,0.026699607,2
RLF,qutrit,3,2,0,2,,24,0.89322124,0.027290624,2
RLF,qutrit,3,2,0,2,,25,0.895440255,0.027407593,2
RLF,qutrit,3,2,0,2,,26,0.909562965,0.02532263,2
RLF,qutrit,3,2,0,2,,27,0.924680797,0.014930074,2
RLF,qutrit,3,2,0,2,,28,0.926374467,0.015235219,2
RLF,qutrit,3,2,0,2,,29,0.935617005,0.019387698,2
RLF,qutrit,3,2,0,2,,30,0.946101092,0.015715936,2
RLF,qutrit,3,2,0,2,,31,0.950123638,0.019262746,2
RLF,qutrit,3,2,0,2,,32,0.965012364,0.019262744,2
RLF,qutrit,3,2,0,2,,33,0.978017927,0.018296549,2
RLF,qutrit,3,2,0,2,,34,0.980179265,0.018296549,2
RLF,qutrit,3,2,0,2,,35,0.9916,2.20E-09,1
RLF,qutrit,3,3,0,3,,1,0.347895129,0.01758356,8
RLF,qutrit,3,3,0,3,,2,0.393423106,0.034913729,6
RLF,qutrit,3,3,0,3,,3,0.406617156,0.03498716,6
RLF,qutrit,3,3,0,3,,4,0.416135917,0.032349707,6
RLF,qutrit,3,3,0,3,,5,0.427902472,0.027786152,6
RLF,qutrit,3,3,0,3,,6,0.444807077,0.029223208,6
RLF,qutrit,3,3,0,3,,7,0.459745102,0.028274263,6
RLF,qutrit,3,3,0,3,,8,0.47211862,0.029154036,6
RLF,qutrit,3,3,0,3,,9,0.491763742,0.030484853,5
RLF,qutrit,3,3,0,3,,10,0.505146195,0.03090067,5
RLF,qutrit,3,3,0,3,,11,0.510766596,0.032081884,5
RLF,qutrit,3,3,0,3,,12,0.521938365,0.032138904,5
RLF,qutrit,3,3,0,3,,13,0.527050682,0.031583027,5
RLF,qutrit,3,3,0,3,,14,0.527986965,0.032585479,5
RLF,qutrit,3,3,0,3,,15,0.53408384,0.032565465,5
RLF,qutrit,3,3,0,3,,16,0.544982498,0.030592125,4
RLF,qutrit,3,3,0,3,,17,0.549391742,0.029201608,4
RLF,qutrit,3,3,0,3,,18,0.55455914,0.028667175,4
RLF,qutrit,3,3,0,3,,19,0.555764158,0.028426921,4
RLF,qutrit,3,3,0,3,,20,0.566030039,0.028417543,4
RLF,qutrit,3,3,0,3,,21,0.577598241,0.028860626,4
RLF,qutrit,3,3,0,3,,22,0.579608779,0.026880234,4
RLF,qutrit,3,3,0,3,,23,0.58253453,0.027650427,4
RLF,qutrit,3,3,0,3,,24,0.588322382,0.024338918,4
RLF,qutrit,3,3,0,3,,25,0.599654089,0.023942504,4
RLF,qutrit,3,3,0,3,,26,0.602157015,0.024380233,4
RLF,qutrit,3,3,0,3,,27,0.605510072,0.024650622,4
RLF,qutrit,3,3,0,3,,28,0.606621195,0.025156264,4
RLF,qutrit,3,3,0,3,,29,0.608584075,0.026394765,4
RLF,qutrit,3,3,0,3,,30,0.616098578,0.026371392,4
RLF,qutrit,3,3,0,3,,31,0.620698321,0.024992473,4
RLF,qutrit,3,3,0,3,,32,0.621573457,0.02522753,4
RLF,qutrit,3,3,0,3,,33,0.628627719,0.026094785,4
RLF,qutrit,3,3,0,3,,34,0.632000537,0.025471315,4
RLF,qutrit,3,3,0,3,,35,0.63590591,0.024474089,4
RLF,qutrit,3,3,0,3,,36,0.639458037,0.023259911,4
RLF,qutrit,3,3,0,3,,37,0.643402257,0.025482612,4
RLF,qutrit,3,3,0,3,,38,0.650500065,0.024174474,4
RLF,qutrit,3,3,0,3,,39,0.654784794,0.02331955,4
RLF,qutrit,3,3,0,3,,40,0.655570606,0.023794043,4
RLF,qutrit,3,3,0,3,,41,0.660774222,0.022658355,4
RLF,qutrit,3,3,0,3,,42,0.670898172,0.022080056,4
RLF,qutrit,3,3,0,3,,43,0.673827764,0.024138233,4
RLF,qutrit,3,3,0,3,,44,0.678076177,0.024462889,4
RLF,qutrit,3,3,0,3,,45,0.6821964,0.02337406,4
RLF,qutrit,3,3,0,3,,46,0.684660479,0.023465846,4
RLF,qutrit,3,3,0,3,,47,0.68738186,0.022372141,4
RLF,qutrit,3,3,0,3,,48,0.691400809,0.022573484,4
RLF,qutrit,3,3,0,3,,49,0.693000966,0.024542522,4
RLF,qutrit,3,3,0,3,,50,0.694029361,0.0240007,4
RLF,qutrit,3,3,0,3,,51,0.696715395,0.027271359,4
RLF,qutrit,3,3,0,3,,52,0.697172777,0.025780189,4
RLF,qutrit,3,3,0,3,,53,0.700238255,0.02580548,4
RLF,qutrit,3,3,0,3,,54,0.703273566,0.027885318,4
RLF,qutrit,3,3,0,3,,55,0.705326355,0.027534602,4
RLF,qutrit,3,3,0,3,,56,0.707384281,0.024866311,4
RLF,qutrit,3,3,0,3,,57,0.709345052,0.025799924,4
RLF,qutrit,3,3,0,3,,58,0.711375373,0.027934806,4
RLF,qutrit,3,3,0,3,,59,0.713457534,0.025324297,4
RLF,qutrit,3,3,0,3,,60,0.714495986,0.02626666,4
RLF,qutrit,3,3,0,3,,61,0.716536374,0.030609938,4
RLF,qutrit,3,3,0,3,,62,0.717563745,0.030609935,4
RLF,qutrit,3,3,0,3,,63,0.719648106,0.02996626,4
RLF,qutrit,3,3,0,3,,64,0.723690852,0.030513127,4
RLF,qutrit,3,3,0,3,,65,0.726749727,0.029785029,4
RLF,qutrit,3,3,0,3,,66,0.728774715,0.028603173,4
RLF,qutrit,3,3,0,3,,67,0.730870555,0.02665171,4
RLF,qutrit,3,3,0,3,,68,0.733908856,0.024889193,4
RLF,qutrit,3,3,0,3,,69,0.736951716,0.024041758,4
RLF,qutrit,3,3,0,3,,70,0.739743164,0.025515515,4
RLF,qutrit,3,3,0,3,,71,0.742800588,0.026876533,4
RLF,qutrit,3,3,0,3,,72,0.746801533,0.026622981,4
RLF,qutrit,3,3,0,3,,73,0.748023228,0.026194238,4
RLF,qutrit,3,3,0,3,,74,0.752035677,0.025665741,4
RLF,qutrit,3,3,0,3,,75,0.757079181,0.023792922,4
RLF,qutrit,3,3,0,3,,76,0.762808812,0.023320259,4
RLF,qutrit,3,3,0,3,,77,0.767809505,0.023098801,4
RLF,qutrit,3,3,0,3,,78,0.772810522,0.022373777,4
RLF,qutrit,3,3,0,3,,79,0.778105219,0.022373778,4
RLF,qutrit,3,3,0,3,,80,0.781052189,0.022373782,4
RLF,qutrit,3,3,0,3,,81,0.786162165,0.02422982,4
RLF,qutrit,3,3,0,3,,82,0.791621653,0.024229822,4
RLF,qutrit,3,3,0,3,,83,0.798180038,0.024563863,4
RLF,qutrit,3,3,0,3,,84,0.803254933,0.028967588,4
RLF,qutrit,3,3,0,3,,85,0.806341696,0.028955579,4
RLF,qutrit,3,3,0,3,,86,0.814341696,0.028955581,4
RLF,qutrit,3,3,0,3,,87,0.817378604,0.027948135,4
RLF,qutrit,3,3,0,3,,88,0.821786043,0.027948134,4
RLF,qutrit,3,3,0,3,,89,0.827860425,0.027948137,4
RLF,qutrit,3,3,0,3,,90,0.834860428,0.027948138,4
RLF,qutrit,3,3,0,3,,91,0.838863492,0.027382439,4
RLF,qutrit,3,3,0,3,,92,0.843886349,0.027382439,4
RLF,qutrit,3,3,0,3,,93,0.847133646,0.026401684,4
RLF,qutrit,3,3,0,3,,94,0.853422248,0.027238011,4
RLF,qutrit,3,3,0,3,,95,0.857422248,0.027238013,4
RLF,qutrit,3,3,0,3,,96,0.863422248,0.027238011,4
RLF,qutrit,3,3,0,3,,97,0.869422248,0.027238011,4
RLF,qutrit,3,3,0,3,,98,0.874422248,0.027238012,4
RLF,qutrit,3,3,0,3,,99,0.878422248,0.027238013,4
RLF,qutrit,3,3,0,3,,100,0.883543689,0.024887104,3
RLF,qutrit,3,3,0,3,,101,0.887563242,0.022964113,3
RLF,qutrit,3,3,0,3,,102,0.893589556,0.021757401,3
RLF,qutrit,3,3,0,3,,103,0.89668487,0.024076106,3
RLF,qutrit,3,3,0,3,,104,0.900871032,0.024054787,3
RLF,qutrit,3,3,0,3,,105,0.908748994,0.02484962,3
RLF,qutrit,3,3,0,3,,106,0.913888748,0.021309742,3
RLF,qutrit,3,3,0,3,,107,0.917795505,0.022148115,3
RLF,qutrit,3,3,0,3,,108,0.92406093,0.019276781,3
RLF,qutrit,3,3,0,3,,109,0.927087703,0.018139824,3
RLF,qutrit,3,3,0,3,,110,0.932108514,0.018212192,3
RLF,qutrit,3,3,0,3,,111,0.93724321,0.014605913,3
RLF,qutrit,3,3,0,3,,112,0.943595795,0.014843984,3
RLF,qutrit,3,3,0,3,,113,0.948054264,0.018091789,3
RLF,qutrit,3,3,0,3,,114,0.951305427,0.018091788,3
RLF,qutrit,3,3,0,3,,115,0.956421454,0.016153895,3
RLF,qutrit,3,3,0,3,,116,0.960921451,0.016153896,3
RLF,qutrit,3,3,0,3,,117,0.964726421,0.016153896,3
RLF,qutrit,3,3,0,3,,118,0.968642145,0.016153898,3
RLF,qutrit,3,3,0,3,,119,0.971846421,0.016153895,3
RLF,qutrit,3,3,0,3,,120,0.976694642,0.016153896,3
RLF,qutrit,3,3,0,3,,121,0.981946422,0.016153897,3
RLF,qutrit,3,3,0,3,,122,0.985146422,0.016153894,3
RLF,qutrit,3,3,0,3,,123,0.988524642,0.016153896,3
RLF,qutrit,3,3,0,3,,124,0.989034642,0.016153901,3
RLF,qutrit,3,3,0,3,,125,0.989246421,0.016153899,3
RLF,qutrit,3,3,0,3,,126,0.989654642,0.016153895,3
RLF,qutrit,3,3,0,3,,127,0.990642146,0.016153899,3
RLF,qutrit,3,3,0,3,,128,0.991736421,0.016153896,3
RLF,qutrit,3,3,0,3,,129,0.992805464,0.016153897,3
RLF,qutrit,3,3,0,3,,130,0.993874642,0.016153899,3
RLF,qutrit,3,3,0,3,,131,0.994046421,0.016153897,3
RLF,qutrit,3,3,0,3,,132,0.995346421,0.016153893,3
RLF,qutrit,3,3,0,3,,133,0.99646421,0.016153898,3
RLF,qutrit,3,3,0,3,,134,0.99751581,0.013486331,2
RLF,qutrit,3,3,0,3,,135,0.99855695,0.011605554,2
RLF,qutrit,3,3,0,3,,136,0.9990557,0.011605554,2
RLF,qutrit,3,3,0,3,,137,0.9993557,0.011605552,2
RLF,qutrit,3,3,0,3,,138,0.99955695,0.011605558,2
RLF,qutrit,3,3,0,3,,139,0.9998557,0.011605557,2
RLF,qutrit,3,3,0,3,,140,1,0.011605558,2
RLF,qutrit,3,3,0,3,,141,1,0.013218135,2
RLF,qutrit,3,3,0,3,,142,1,0.013218131,2
RLF,qutrit,3,3,0,3,,143,1,0.01321813,2
RLF,qutrit,3,3,0,3,,144,1,0.013218132,2
RLF,qutrit,3,3,0,3,,145,1,0.013218134,2
RLF,qutrit,3,3,0,3,,146,1,0.013218134,2
RLF,qutrit,3,3,0,3,,147,1,0.013218132,2
RLF,qutrit,3,3,0,3,,148,1,0.013218134,1
RLF,qutrit,3,3,0,3,,149,1,0.013218131,1
RLF,hybrid,,,1,1,1q⊗1t,1,0.652780588,0.051012645,4
RLF,hybrid,,,1,1,1q⊗1t,2,0.703958969,0.035450437,3
RLF,hybrid,,,1,1,1q⊗1t,3,0.708806365,0.033238718,2
RLF,hybrid,,,1,1,1q⊗1t,4,0.743348663,0.02051713,2
RLF,hybrid,,,1,1,1q⊗1t,5,0.770521982,0.030156943,2
RLF,hybrid,,,1,1,1q⊗1t,6,0.796585458,0.026515992,2
RLF,hybrid,,,1,1,1q⊗1t,7,0.83820369,0.028806208,2
RLF,hybrid,,,1,1,1q⊗1t,8,0.8448126,0.040462887,2
RLF,hybrid,,,1,1,1q⊗1t,9,0.859493141,0.03790371,2
RLF,hybrid,,,1,1,1q⊗1t,10,0.872509698,0.035299855,2
RLF,hybrid,,,1,1,1q⊗1t,11,0.89117693,0.038990262,2
RLF,hybrid,,,1,1,1q⊗1t,12,0.921185851,0.030713931,2
RLF,hybrid,,,1,1,1q⊗1t,13,0.943127738,0.022804082,2
RLF,hybrid,,,1,1,1q⊗1t,14,0.965127739,0.022804081,2
RLF,hybrid,,,1,1,1q⊗1t,15,0.987670725,0.031354828,2
RLF,hybrid,,,1,1,1q⊗1t,16,0.99837105,3.62E-09,2
RLF,hybrid,,,1,2,1q⊗2t,1,0.420220396,0.025700271,8
RLF,hybrid,,,1,2,1q⊗2t,2,0.463230939,0.026748087,6
RLF,hybrid,,,1,2,1q⊗2t,3,0.486951303,0.027970441,6
RLF,hybrid,,,1,2,1q⊗2t,4,0.506231392,0.029864032,5
RLF,hybrid,,,1,2,1q⊗2t,5,0.518573301,0.026911479,5
RLF,hybrid,,,1,2,1q⊗2t,6,0.536618965,0.022562362,4
RLF,hybrid,,,1,2,1q⊗2t,7,0.542782674,0.02033187,4
RLF,hybrid,,,1,2,1q⊗2t,8,0.556925721,0.018785458,4
RLF,hybrid,,,1,2,1q⊗2t,9,0.577565027,0.016830001,4
RLF,hybrid,,,1,2,1q⊗2t,10,0.594496229,0.014439542,4
RLF,hybrid,,,1,2,1q⊗2t,11,0.606844728,0.016203822,4
RLF,hybrid,,,1,2,1q⊗2t,12,0.615162721,0.017519622,4
RLF,hybrid,,,1,2,1q⊗2t,13,0.621265016,0.01962042,4
RLF,hybrid,,,1,2,1q⊗2t,14,0.631593404,0.02054214,4
RLF,hybrid,,,1,2,1q⊗2t,15,0.644448445,0.022256489,4
RLF,hybrid,,,1,2,1q⊗2t,16,0.64990285,0.020271859,4
RLF,hybrid,,,1,2,1q⊗2t,17,0.651575635,0.020526591,4
RLF,hybrid,,,1,2,1q⊗2t,18,0.662640672,0.022297845,4
RLF,hybrid,,,1,2,1q⊗2t,19,0.669102467,0.019780396,4
RLF,hybrid,,,1,2,1q⊗2t,20,0.681322288,0.020346728,4
RLF,hybrid,,,1,2,1q⊗2t,21,0.695303132,0.021226837,4
RLF,hybrid,,,1,2,1q⊗2t,22,0.704102369,0.02244013,4
RLF,hybrid,,,1,2,1q⊗2t,23,0.719094167,0.029345132,4
RLF,hybrid,,,1,2,1q⊗2t,24,0.723250281,0.033031157,4
RLF,hybrid,,,1,2,1q⊗2t,25,0.724316524,0.033241921,4
RLF,hybrid,,,1,2,1q⊗2t,26,0.740583683,0.025713057,4
RLF,hybrid,,,1,2,1q⊗2t,27,0.744407492,0.025927743,4
RLF,hybrid,,,1,2,1q⊗2t,28,0.752566266,0.023498281,4
RLF,hybrid,,,1,2,1q⊗2t,29,0.757306341,0.023363409,4
RLF,hybrid,,,1,2,1q⊗2t,30,0.76209759,0.026109903,4
RLF,hybrid,,,1,2,1q⊗2t,31,0.773512527,0.026121654,4
RLF,hybrid,,,1,2,1q⊗2t,32,0.779075706,0.026485554,4
RLF,hybrid,,,1,2,1q⊗2t,33,0.780970134,0.027543374,4
RLF,hybrid,,,1,2,1q⊗2t,34,0.785328708,0.026876465,4
RLF,hybrid,,,1,2,1q⊗2t,35,0.785328675,0.026876412,4
RLF,hybrid,,,1,2,1q⊗2t,36,0.786207885,0.026655577,4
RLF,hybrid,,,1,2,1q⊗2t,37,0.792404555,0.025179377,4
RLF,hybrid,,,1,2,1q⊗2t,38,0.800495227,0.026608081,4
RLF,hybrid,,,1,2,1q⊗2t,39,0.809338113,0.028222611,4
RLF,hybrid,,,1,2,1q⊗2t,40,0.812148648,0.028822946,4
RLF,hybrid,,,1,2,1q⊗2t,41,0.82229481,0.032003683,4
RLF,hybrid,,,1,2,1q⊗2t,42,0.822294806,0.032003689,4
RLF,hybrid,,,1,2,1q⊗2t,43,0.822294814,0.032003658,4
RLF,hybrid,,,1,2,1q⊗2t,44,0.822294826,0.032003686,4
RLF,hybrid,,,1,2,1q⊗2t,45,0.834903159,0.031401153,3
RLF,hybrid,,,1,2,1q⊗2t,46,0.835784557,0.032298199,3
RLF,hybrid,,,1,2,1q⊗2t,47,0.838673118,0.032575581,3
RLF,hybrid,,,1,2,1q⊗2t,48,0.8413493,0.033275903,3
RLF,hybrid,,,1,2,1q⊗2t,49,0.846998142,0.03612482,3
RLF,hybrid,,,1,2,1q⊗2t,50,0.853705192,0.033808468,3
RLF,hybrid,,,1,2,1q⊗2t,51,0.859367914,0.033912469,3
RLF,hybrid,,,1,2,1q⊗2t,52,0.864942401,0.030482181,3
RLF,hybrid,,,1,2,1q⊗2t,53,0.86884231,0.029883461,3
RLF,hybrid,,,1,2,1q⊗2t,54,0.87361435,0.030150943,3
RLF,hybrid,,,1,2,1q⊗2t,55,0.873614085,0.030150684,3
RLF,hybrid,,,1,2,1q⊗2t,56,0.880970259,0.032559877,3
RLF,hybrid,,,1,2,1q⊗2t,57,0.880970216,0.032559835,3
RLF,hybrid,,,1,2,1q⊗2t,58,0.880970397,0.032559859,3
RLF,hybrid,,,1,2,1q⊗2t,59,0.883063704,0.032581067,3
RLF,hybrid,,,1,2,1q⊗2t,60,0.88681238,0.029442395,3
RLF,hybrid,,,1,2,1q⊗2t,61,0.890574066,0.027921068,3
RLF,hybrid,,,1,2,1q⊗2t,62,0.898582588,0.024018419,3
RLF,hybrid,,,1,2,1q⊗2t,63,0.901192505,0.019923577,3
RLF,hybrid,,,1,2,1q⊗2t,64,0.906119251,0.01992358,3
RLF,hybrid,,,1,2,1q⊗2t,65,0.912142554,0.01868733,3
RLF,hybrid,,,1,2,1q⊗2t,66,0.917224929,0.020309295,3
RLF,hybrid,,,1,2,1q⊗2t,67,0.922492938,0.020309298,3
RLF,hybrid,,,1,2,1q⊗2t,68,0.928432467,0.013001433,3
RLF,hybrid,,,1,2,1q⊗2t,69,0.934500408,0.014261564,3
RLF,hybrid,,,1,2,1q⊗2t,70,0.938626802,0.010396392,3
